nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.7307779459016231,0.03363751673812361,0.7293907483431024,0.03285236242975547,0.8287349124487484,0.016356397895452658
2,0.7544002279093714,0.016555966601500303,0.7529368481466947,0.01566428778227524,0.8287349124487484,0.016356397895452658
3,0.8100403026636109,0.03580269016471031,0.8121361352518707,0.021765973845445864,0.8287349124487484,0.016356397895452658
4,0.8056689371654697,0.025238141940112712,0.8023782836442337,0.020107056166097474,0.8287349124487484,0.016356397895452658
5,0.8180714248819131,0.011479116024076317,0.8075343735534164,0.013128684293296361,0.8287349124487484,0.016356397895452658
6,0.8149732246438198,0.012959567051831485,0.8191200442829627,0.011429832284095142,0.8287349124487484,0.016356397895452658
7,0.8511580286872946,0.02531782218097864,0.8398605282970869,0.021626536033194733,0.8287349124487484,0.016356397895452658
8,0.8201536589027504,0.010701490294406646,0.8174520779494191,0.014456614069441261,0.8287349124487484,0.016356397895452658
