nonzero,polish,polish,base,base,full_mean,full_std
,mean,std,mean,std,,
1,0.8084630376182617,0.0709850615480245,0.8084630376182617,0.0709850615480245,0.8894241849501701,0.05827250794421089
2,0.8674364444492059,0.03578344347996394,0.8432369174088215,0.051066438683195575,0.8894241849501701,0.05827250794421089
3,0.7866666666666666,0.011476626811174239,0.8458333333333333,0.02707157864570092,0.8894241849501701,0.05827250794421089
4,0.8782901830165972,0.02337514000168617,0.88671544830788,0.042557973530088944,0.8894241849501701,0.05827250794421089
5,0.8720114358035572,0.04330945944844357,0.8607365471105385,0.07443559123567974,0.8894241849501701,0.05827250794421089
6,0.8955780052681992,0.049472322225996804,0.9158749401340995,0.04074072116272551,0.8894241849501701,0.05827250794421089
7,0.8618935888308812,0.04051841500458599,0.8559965294257238,0.06464638968080039,0.8894241849501701,0.05827250794421089
8,0.8700071051675966,0.04311727974596093,0.8627872714056685,0.04862483028330394,0.8894241849501701,0.05827250794421089
10,0.8513060295477503,0.030534256659071068,0.8561194516091315,0.0427378321162797,0.8894241849501701,0.05827250794421089
11,0.9119872261328423,0.042793838920720945,0.9184753593810329,0.03341211581955845,0.8894241849501701,0.05827250794421089
12,0.8958678733464908,0.0684133512253432,0.9054000537814775,0.0665355134726946,0.8894241849501701,0.05827250794421089
13,0.8710080103287836,0.0613039524111744,0.8712310085916085,0.06101985323597649,0.8894241849501701,0.05827250794421089
14,0.8119557421077178,0.021714794380560874,0.817712109272393,0.01760653545886274,0.8894241849501701,0.05827250794421089
15,0.931010479787687,0.04389491458432141,0.9300639475376574,0.04884797429544324,0.8894241849501701,0.05827250794421089
16,0.9465116279069767,,0.9457364341085271,,0.8894241849501701,0.05827250794421089
